"nyctaginaceae"	"abronia"	"maritima"	"california"	"ventura"	"middle island, anacapa island."	"6ebd0cb8-83c7-43c5-922b-f5fff567d6ff"	3
"nyctaginaceae"	"abronia"	"maritima"	"california"	"ventura"	"anacapa islands: beach, anacapa island"	"85a02e2f-031f-468e-854a-60a43cecc4ab"	3
"nyctaginaceae"	"abronia"	"maritima"	"california"	"ventura"	"anacapa island"	"92da09b7-5480-477c-ada0-9b74a9dbfe87"	3
"asteraceae"	"achillea"	"millefolium"	"california"	"ventura"	"east anacapa island: above the beach cliff, 200\' w of housing area"	"12ea2b71-823c-4dc4-883f-5bbdd6e4b591"	22
"asteraceae"	"achillea"	"millefolium"	"california"	"ventura"	"anacapa islands. n side of island&iacute;s main ridge, just e of western knife edge, e of sea arch peninsula."	"1f831f37-bc43-4ca1-bf0d-bab06f945543"	22
"asteraceae"	"achillea"	"millefolium"	"california"	"ventura"	"west anacapa island: sea bluff on n side of island, 0.1 mi w of frenchman\'s cove [frenchys cove]"	"3a301f2a-de68-49dc-bb54-6da96e2394df"	22
"asteraceae"	"achillea"	"millefolium"	"california"	"ventura"	"above beach cliff 200 ft. w. of housing area e. anacapa isl."	"47bb145d-f2db-45f3-b375-70a19d116481"	22
"asteraceae"	"achillea"	"millefolium"	"california"	"ventura"	"east anacapa island: flat to sloping area of deep soil above the beach cliff 200 ft. w of the housing area."	"49a2e6ad-e731-4640-9fe1-f6e74b13c294"	22
"asteraceae"	"achillea"	"millefolium"	"california"	"ventura"	"middle anacapa island; north side of island\'s main ridge, just east of western knife edge, east of sea arch peninsula."	"4c46a1a9-4382-4f0d-90db-eec76164942d"	22
"asteraceae"	"achillea"	"millefolium"	"california"	"ventura"	"anacapa island"	"4d397abf-5fee-409e-8f05-1872a35c6b6d"	22
"asteraceae"	"achillea"	"millefolium"	"california"	"ventura"	"east anacapa island, above beach cliff house 200 feet west of housing area"	"7f42a05d-e8f9-4182-878a-e4eaffb1f0b1"	22
"asteraceae"	"achillea"	"millefolium"	"california"	"ventura"	"anacapa island"	"8e9100d6-e0ca-455f-b860-5cf1666ef9fd"	22
"asteraceae"	"achillea"	"millefolium"	"california"	"ventura"	"middle anacapa island: flat area near top and center of island"	"9a21190f-859f-4475-ad0d-b75d9e1c6fcc"	22
"asteraceae"	"achillea"	"millefolium"	"california"	"ventura"	"flat area near top & center of middle island anacapa isl.; channel isl.\'s, anacapa isl."	"b696a105-90ca-47e2-8bc2-8752e4519e8a"	22
"asteraceae"	"achillea"	"millefolium"	"california"	"ventura"	"west anacapa island: e of frenchman\'s cove [frenchys cove]"	"bee9d33c-1b96-4948-aeea-7a33f42cf5fa"	22
"asteraceae"	"achillea"	"millefolium"	"california"	"ventura"	"west anacapa island: second large cyn e of the w end on n side of island"	"c7c53eda-dbe2-4770-a09a-5f726ef346cb"	22
"asteraceae"	"achillea"	"millefolium"	"california"	"ventura"	"west anacapa island: fork near top of cherry cyn, nw of triangulation pt camel"	"d46bdd5b-7f73-4ceb-8483-2e9ca0b264a5"	22
"asteraceae"	"achillea"	"millefolium"	"california"	"ventura"	"anacapa islands: mesa, anacapa island"	"d8524708-c161-4b8e-b117-88591c97656f"	22
"asteraceae"	"achillea"	"millefolium"	"california"	"ventura"	"middle anacapa island; sheep ranch."	"d9a741df-2531-4bc0-a743-3dd1e2280d29"	22
"asteraceae"	"achillea"	"millefolium"	"california"	"ventura"	"east anacapa island, second large canyon east of the west end on the north side of west island"	"e52279cd-b9c7-421b-995a-3d322a1f7900"	22
"asteraceae"	"achillea"	"millefolium"	"california"	"ventura"	"east anacapa island: above the beach cliff 200 ft. west of the housing area."	"eabbc727-e932-4ca3-8cf9-f4d0fcba71dd"	22
"asteraceae"	"achillea"	"millefolium"	"california"	"ventura"	"anacapa island. sea bluffs on north side of west island 1/10 mile west of frenchman\'s cove."	"eaf9433a-b85c-4c05-a552-8399840fd28e"	22
"asteraceae"	"achillea"	"millefolium"	"california"	"ventura"	"middle anacapa island: n side of island\'s main ridge, just e of western knife edge, e of sea arch peninsula"	"ebe1ff52-f49a-444a-81d5-d4e23e62c0fb"	22
"asteraceae"	"achillea"	"millefolium"	"california"	"ventura"	"east anacapa island: middle of east anacapa island"	"ec219116-5fa7-49b3-85cb-48492b3f1d81"	22
"asteraceae"	"achillea"	"millefolium"	"california"	"ventura"	"middle anacapa island: sheep ranch, eucalyptus grove"	"f5251734-3877-4e4c-a4d5-215573ffa313"	22
"pteridaceae"	"adiantum"	"jordanii"	"california"	"ventura"	"west anacapa island: sea bluff on n side of island, 0.1 mi w of frenchman\'s cove [frenchys cove]"	"13361687-eedb-4da5-84ef-8cf8d8afcd96"	13
"pteridaceae"	"adiantum"	"jordanii"	"california"	"ventura"	"anacapa island; north side of the west island 0.1 mile west of frenchmans cove."	"5914b46f-f646-4d3a-bb6d-7a0cb86d1723"	13
"pteridaceae"	"adiantum"	"jordanii"	"california"	"ventura"	"middle anacapa island: above sheep camp, in upper w fork of cyn on w side of landing"	"5a488b88-1d02-414f-8082-30b59526da72"	13
"pteridaceae"	"adiantum"	"jordanii"	"california"	"ventura"	"middle anacapa island: shade of eucalyptus trees, in cyn on n side of island"	"72a37a96-3a01-4b8e-8409-7305d16e2a38"	13
"pteridaceae"	"adiantum"	"jordanii"	"california"	"ventura"	"middle anacapa island: sheep ranch, eucalyptus grove"	"9378e5d1-f66e-4f78-8984-3b9bae1de820"	13
"pteridaceae"	"adiantum"	"jordanii"	"california"	"ventura"	"middle anacapa island - onshore slopes above sheep camp, in upper w fork of canyon on w side of landing."	"95dc06b0-9ea0-4e44-ade3-15ac2c191ddc"	13
"pteridaceae"	"adiantum"	"jordanii"	"california"	"ventura"	"west anacapa island: three fourths of way up trail, e of camel pk"	"b8b6b985-2b1a-451e-a3d6-58b3cfc6a587"	13
"pteridaceae"	"adiantum"	"jordanii"	"california"	"ventura"	"anacapa island"	"b8b77b61-4a5b-4157-ab0d-c037a505f267"	13
"pteridaceae"	"adiantum"	"jordanii"	"california"	"ventura"	"channel islands west anacapa island; north side of island 0.1 mile west of frenchman\'s [frenchys] cove"	"cdb5ff9e-311f-4dad-a1f9-89bda0588cf1"	13
"pteridaceae"	"adiantum"	"jordanii"	"california"	"ventura"	"anacapa island"	"d1cea74d-c27f-4968-b5b2-1c4b1e0b43e8"	13
"pteridaceae"	"adiantum"	"jordanii"	"california"	"ventura"	"anacapa island"	"de0057c5-278f-45c1-8fd3-ff518fffa7c2"	13
"pteridaceae"	"adiantum"	"jordanii"	"california"	"ventura"	"channel islands anacapa island, in a canyon on the north side of middle island."	"de91371e-b37d-4b69-8542-9a18ac8c1b83"	13
"pteridaceae"	"adiantum"	"jordanii"	"california"	"ventura"	"anacapa island. sea bluffs on north side of west island 1/10 mile west of frenchman\'s cove."	"e2eabb8e-21a2-4aba-b1bf-12d66561331f"	13
"poaceae"	"agrostis"	"stolonifera"	"california"	"ventura"	"cliff, near seepage, spring cave, anacapa island."	"5ee0cb47-f3c3-4ded-b93a-85e5926409ec"	6
"poaceae"	"agrostis"	"stolonifera"	"california"	"ventura"	"anacapa island: spring cave."	"701a97dd-81e2-4475-8dad-b2d30353e063"	6
"poaceae"	"agrostis"	"stolonifera"	"california"	"ventura"	"west anacapa island: spring cave"	"7e0e8127-1ac2-4c5b-9d98-64775cf6200d"	6
"poaceae"	"agrostis"	"stolonifera"	"california"	"ventura"	"west anacapa island: indian spring cave, onshore side w of frenchys (frenchman\'s) cove"	"859c6456-85f3-40b5-8b37-59972574630f"	6
"poaceae"	"agrostis"	"stolonifera"	"california"	"ventura"	"spring cave, anacapa island."	"8cd704ec-50c5-4b5f-a36c-5e2913e9bdb5"	6
"poaceae"	"agrostis"	"stolonifera"	"california"	"ventura"	"west anacapa island: indian spring cave, onshore side west of frenchy\'s cove. near sea level."	"da147f15-d10e-4e2f-a857-2a3f9a3e932c"	6
"asteraceae"	"ambrosia"	"acanthicarpa"	"california"	"ventura"	"east anacapa island."	"32b030fd-4522-41f6-8c0d-4f9d9824088f"	1
"asteraceae"	"ambrosia"	"chamissonis"	"california"	"ventura"	"west anacapa island: frenchman\'s cove [frenchys cove], just above high tide line"	"0aa13cce-ee0f-414c-8bbd-fdd2e9bcc441"	13
"asteraceae"	"ambrosia"	"chamissonis"	"california"	"ventura"	"camp, sea bluffs, anacapa island."	"270e4e1c-0e0b-4707-a73c-331caa01488c"	13
"asteraceae"	"ambrosia"	"chamissonis"	"california"	"ventura"	"n end of middle island anacapa island; channel islands"	"4128f21c-360f-4e33-b089-95b4bad240ff"	13
"asteraceae"	"ambrosia"	"chamissonis"	"california"	"ventura"	"west anacapa island: frenchman\'s cove [frenchys cove], above high tide line"	"5c2a557a-b400-47ee-aa5a-dc4598b1e903"	13
"asteraceae"	"ambrosia"	"chamissonis"	"california"	"ventura"	"west anacapa island"	"7dd268b7-7943-4062-9a15-40ec25b0f663"	13
"asteraceae"	"ambrosia"	"chamissonis"	"california"	"ventura"	"anacapa island"	"8f527c51-ef1e-45cb-9efc-3538fce57938"	13
"asteraceae"	"ambrosia"	"chamissonis"	"california"	"ventura"	"anacapa islands: anacapa island camp"	"b65f0cad-b53d-4c8e-aff6-55c5eb03ad58"	13
"asteraceae"	"ambrosia"	"chamissonis"	"california"	"ventura"	"n camp, anacapa island, ventura co. california."	"c546129d-d84a-43a5-8ba7-c2723dc30251"	13
"asteraceae"	"ambrosia"	"chamissonis"	"california"	"ventura"	"frenchman\'s cove, west anacapa island."	"d2d4693c-b7a5-410e-a04a-8fb1414d290b"	13
